date,adj_close,close,high,low,open,volume
2020-01-01,1.1220825910568237,1.1220825910568237,1.1228384971618652,1.115946888923645,1.1220825910568237,0
2020-01-02,1.1220825910568237,1.1220825910568237,1.12271249294281,1.1166820526123047,1.1218937635421753,0
2020-01-03,1.1171437501907349,1.1171437501907349,1.118067979812622,1.112569808959961,1.1170812845230103,0
2020-01-06,1.1161960363388062,1.1161960363388062,1.120824933052063,1.1158099174499512,1.1162458658218384,0
2020-01-07,1.1197994947433472,1.1197994947433472,1.1199462413787842,1.1134865283966064,1.1195825338363647,0
2020-01-08,1.1154738664627075,1.1154738664627075,1.1165200471878052,1.111086368560791,1.1155734062194824,0
2020-01-09,1.1113210916519165,1.1113210916519165,1.1122233867645264,1.1095085144042969,1.1114444732666016,0
2020-01-10,1.1111111640930176,1.1111111640930176,1.1120996475219727,1.1086229085922241,1.1109259128570557,0
2020-01-13,1.1116669178009033,1.1116669178009033,1.114466905593872,1.1114075183868408,1.1116546392440796,0
2020-01-14,1.1135733127593994,1.1135733127593994,1.1145787239074707,1.11055588722229,1.1134493350982666,0
2020-01-15,1.113089919090271,1.113089919090271,1.1163455247879028,1.112025499343872,1.1129660606384277,0
2020-01-16,1.1154004335403442,1.1154004335403442,1.117193579673767,1.112978458404541,1.1152697801589966,0
2020-01-17,1.1139578819274902,1.1139578819274902,1.1145004034042358,1.1087580919265747,1.113800287246704,0
2020-01-20,1.1094592809677124,1.1094592809677124,1.1104941368103027,1.1077508926391602,1.1095207929611206,0
2020-01-21,1.109693169593811,1.109693169593811,1.1119760274887085,1.1086474657058716,1.1096439361572266,0
2020-01-22,1.108561396598816,1.108561396598816,1.1097793579101562,1.1071622371673584,1.1085859537124634,0
2020-01-23,1.1096439361572266,1.1096439361572266,1.1103215217590332,1.1037039756774902,1.1097548007965088,0
2020-01-24,1.1055220365524292,1.1055220365524292,1.1060845851898193,1.1021226644515991,1.105534315109253,0
2020-01-27,1.1025358438491821,1.1025358438491821,1.1039965152740479,1.1010063886642456,1.1026331186294556,0
2020-01-28,1.101976990699768,1.101976990699768,1.102657437324524,1.099855899810791,1.1019648313522339,0
2020-01-29,1.1022562980651855,1.1022562980651855,1.1030223369598389,1.0993238687515259,1.102292776107788,0
2020-01-30,1.1016855239868164,1.1016855239868164,1.1036553382873535,1.1008244752883911,1.101406455039978,0
2020-01-31,1.1029127836227417,1.1029127836227417,1.1090162992477417,1.1017948389053345,1.1028763055801392,0
2020-02-03,1.1089794635772705,1.1089794635772705,1.108905553817749,1.104349970817566,1.108905553817749,0
2020-02-04,1.1062926054000854,1.1062926054000854,1.1065618991851807,1.1033873558044434,1.1062926054000854,0
2020-02-05,1.1047282218933105,1.1047282218933105,1.1048502922058105,1.0998317003250122,1.104472041130066,0
2020-02-06,1.1002310514450073,1.1002310514450073,1.1012852191925049,1.0965512990951538,1.1000494956970215,0
2020-02-07,1.0982975959777832,1.0982975959777832,1.0986994504928589,1.0946906805038452,1.0981045961380005,0
2020-02-10,1.0949305295944214,1.0949305295944214,1.0961307287216187,1.090959906578064,1.0948705673217773,0
2020-02-11,1.0913456678390503,1.0913456678390503,1.0927003622055054,1.089348316192627,1.091226577758789,0
2020-02-12,1.091941475868225,1.091941475868225,1.0924997329711914,1.0887079238891602,1.0921800136566162,0
2020-02-13,1.0875948667526245,1.0875948667526245,1.0890873670578003,1.0835527181625366,1.0876421928405762,0
2020-02-14,1.0845986604690552,1.0845986604690552,1.0862481594085693,1.0831302404403687,1.0845986604690552,0
2020-02-17,1.0841753482818604,1.0841753482818604,1.0854003429412842,1.0830246210098267,1.0840578079223633,0
2020-02-18,1.0840108394622803,1.0840108394622803,1.0839003324508667,1.078690528869629,1.0837054252624512,0
2020-02-19,1.079540491104126,1.079540491104126,1.0808473825454712,1.0783600807189941,1.0794706344604492,0
2020-02-20,1.081009864807129,1.081009864807129,1.0821000337600708,1.0779578685760498,1.080964207649231,0
2020-02-21,1.078799843788147,1.078799843788147,1.0863661766052246,1.078771948814392,1.078771948814392,0
2020-02-24,1.0839051008224487,1.0839051008224487,1.0863661766052246,1.0808473825454712,1.0838581323623657,0
2020-02-25,1.0849199295043945,1.0849199295043945,1.088174819946289,1.083177089691162,1.084904670715332,0
2020-02-26,1.0881996154785156,1.0881996154785156,1.090358018875122,1.085564136505127,1.0881001949310303,0
2020-02-27,1.0885894298553467,1.0885894298553467,1.1005700826644897,1.088565707206726,1.088565707206726,0
2020-02-28,1.0997228622436523,1.0997228622436523,1.10527765750885,1.095158338546753,1.0995535850524902,0
2020-03-02,1.1051311492919922,1.1051311492919922,1.116407871246338,1.1037284135818481,1.1052532196044922,0
2020-03-03,1.1144047975540161,1.1144047975540161,1.120749592781067,1.1097301244735718,1.1144297122955322,0
2020-03-04,1.118067979812622,1.118067979812622,1.1185681819915771,1.109693169593811,1.1177304983139038,0
