date,adj_close,close,high,low,open,volume
2020-01-02,53.77968215942383,60.040000915527344,60.119998931884766,59.599998474121094,59.599998474121094,8432600
2020-01-03,52.00613784790039,58.060001373291016,58.97999954223633,58.040000915527344,58.970001220703125,10546400
2020-01-06,51.40599822998047,57.38999938964844,57.689998626708984,57.130001068115234,57.599998474121094,8897200
2020-01-07,52.23902893066406,58.31999969482422,58.599998474121094,56.7400016784668,57.45000076293945,7444300
2020-01-08,52.62419128417969,58.75,58.97999954223633,58.11000061035156,58.189998626708984,5381500
2020-01-09,53.05413055419922,59.22999954223633,59.709999084472656,58.70000076293945,59.689998626708984,5112700
2020-01-10,52.72271728515625,58.86000061035156,59.70000076293945,58.77000045776367,59.70000076293945,4807700
2020-01-13,53.79759979248047,60.060001373291016,60.15999984741211,59.45000076293945,60.150001525878906,6613700
2020-01-14,54.03049850463867,60.31999969482422,60.63999938964844,59.91999816894531,60.15999984741211,6715200
2020-01-15,52.301727294921875,58.38999938964844,59.70000076293945,58.2599983215332,59.66999816894531,10075100
2020-01-16,52.62419128417969,58.75,59.689998626708984,58.29999923706055,59.20000076293945,11215700
2020-01-17,52.471920013427734,58.58000183105469,58.75,58.0099983215332,58.63999938964844,8125700
2020-01-21,52.167362213134766,58.2400016784668,59.0,57.470001220703125,57.9900016784668,9873700
2020-01-22,52.26589584350586,58.349998474121094,58.939998626708984,58.31999969482422,58.900001525878906,8124500
2020-01-23,51.48660659790039,57.47999954223633,58.06999969482422,56.619998931884766,57.86000061035156,9999200
2020-01-24,51.710548400878906,57.72999954223633,58.13999938964844,57.459999084472656,58.09000015258789,10402200
2020-01-27,49.49808120727539,55.2599983215332,55.9900016784668,55.060001373291016,55.619998931884766,9675500
2020-01-28,51.13727951049805,57.09000015258789,57.119998931884766,55.47999954223633,55.72999954223633,8124400
2020-01-29,51.22685623168945,57.189998626708984,57.52000045776367,56.849998474121094,57.52000045776367,7693400
2020-01-30,49.98178482055664,55.79999923706055,56.040000915527344,55.060001373291016,55.08000183105469,10295700
2020-01-31,48.31572341918945,53.939998626708984,55.47999954223633,53.599998474121094,55.43000030517578,13467200
2020-02-03,49.05917739868164,54.77000045776367,54.939998626708984,54.13999938964844,54.349998474121094,9594300
2020-02-04,51.52244567871094,57.52000045776367,57.63999938964844,56.900001525878906,56.91999816894531,12746600
2020-02-05,51.880733489990234,57.91999816894531,58.150001525878906,57.16999816894531,58.099998474121094,6594400
2020-02-06,51.97030258178711,58.02000045776367,58.279998779296875,57.279998779296875,58.27000045776367,4236300
2020-02-07,50.34006881713867,56.20000076293945,57.13999938964844,56.060001373291016,57.13999938964844,6808400
2020-02-10,51.0745735168457,57.02000045776367,57.04999923706055,56.34000015258789,56.439998626708984,4281200
2020-02-11,52.543575286865234,58.65999984741211,58.900001525878906,57.810001373291016,57.95000076293945,6523200
2020-02-12,53.41242980957031,59.630001068115234,59.75,58.900001525878906,59.25,5962900
2020-02-13,53.143714904785156,59.33000183105469,59.70000076293945,58.7400016784668,59.130001068115234,6460100
2020-02-14,52.12258529663086,58.189998626708984,59.16999816894531,57.869998931884766,59.02000045776367,6932400
2020-02-18,50.32216262817383,56.18000030517578,56.560001373291016,55.630001068115234,56.099998474121094,10989000
2020-02-19,51.62993240356445,57.63999938964844,57.939998626708984,57.0,57.25,7866300
2020-02-20,50.59087371826172,56.47999954223633,57.040000915527344,55.810001373291016,56.939998626708984,7192900
2020-02-21,49.793678283691406,55.59000015258789,56.650001525878906,55.52000045776367,56.650001525878906,6816600
2020-02-24,48.476951599121094,54.119998931884766,54.689998626708984,53.18000030517578,53.54999923706055,9968800
2020-02-25,48.24406814575195,53.86000061035156,55.470001220703125,53.83000183105469,55.33000183105469,12670700
2020-02-26,49.29206848144531,55.029998779296875,55.40999984741211,54.380001068115234,54.4900016784668,10969300
2020-02-27,47.73350143432617,53.290000915527344,54.599998474121094,53.27000045776367,54.20000076293945,11878900
2020-02-28,48.22615432739258,53.84000015258789,54.04999923706055,51.0,51.349998474121094,13604500
2020-03-02,50.14301300048828,55.97999954223633,56.0099983215332,53.83000183105469,54.369998931884766,13797700
2020-03-03,49.157718658447266,54.880001068115234,56.369998931884766,54.040000915527344,56.29999923706055,14661800
